sr_number,sr_type,sr_short_code,created_department,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,electricity_grid,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,parent_sr_number,electrical_district
SR21-00002387,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,2021-01-01T16:55:44.000,2021-01-04T08:24:50.000,2021-01-04T08:24:50.000,6230 S OAKLEY AVE,,,60636,6230,S,OAKLEY,AVE,False,False,66,16,K036,2,08,0825,21,16,6,1,1162122.960925,1863135.463111,41.7801129554604,-87.68118590620335,"{'latitude': '41.7801129554604', 'longitude': '-87.68118590620335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002388,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T16:56:26.000,2021-01-01T17:31:20.000,2021-01-01T16:56:26.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002389,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T16:56:38.000,2021-01-01T17:31:33.000,2021-01-01T16:56:38.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002390,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T16:56:56.000,2021-01-01T17:31:33.000,2021-01-01T16:56:57.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002391,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,2021-01-01T16:56:59.000,2021-01-04T12:13:18.000,2021-01-04T12:13:18.000,2358 W 62ND ST,,,60636,2358,W,62ND,ST,False,False,66,16,K036,2,08,0825,21,16,6,1,1161469.494522,1863481.098334,41.78107500045857,-87.68357205149105,"{'latitude': '41.78107500045857', 'longitude': '-87.68357205149105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002392,Check for Leak,WM3,311 City Services,DWM - Department of Water Management,Completed,Phone Call,2021-01-01T16:58:26.000,2021-01-19T12:39:46.000,2021-01-19T12:39:46.000,7002 W TALCOTT AVE,,,60631,7002,W,TALCOTT,AVE,True,False,10,41,Y108,1,16,1612,46,16,6,1,1128688.608805,1937068.492362,41.983626517909855,-87.80208606706356,"{'latitude': '41.983626517909855', 'longitude': '-87.80208606706356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SR20-05707883,
SR21-00002393,Abandoned Vehicle Complaint,SKA,311 City Services,Streets and Sanitation,Completed,Phone Call,2021-01-01T16:58:46.000,2021-01-22T12:42:54.000,2021-01-22T12:42:53.000,4447 S FAIRFIELD AVE,,,60632,4447,S,FAIRFIELD,AVE,False,False,58,15,J032,2,09,0922,6,16,6,1,1158847.793634,1874864.41147,41.81236630377051,-87.69287288049605,"{'latitude': '41.81236630377051', 'longitude': '-87.69287288049605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002395,Abandoned Vehicle Complaint,SKA,311 City Services,Streets and Sanitation,Completed,Phone Call,2021-01-01T16:59:22.000,2021-01-22T12:43:24.000,2021-01-22T12:43:23.000,4447 S FAIRFIELD AVE,,,60632,4447,S,FAIRFIELD,AVE,False,False,58,15,J032,2,09,0922,6,16,6,1,1158847.793634,1874864.41147,41.81236630377051,-87.69287288049605,"{'latitude': '41.81236630377051', 'longitude': '-87.69287288049605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002396,Check for Leak,WM3,311 City Services,DWM - Department of Water Management,Completed,Phone Call,2021-01-01T16:59:27.000,2021-01-22T12:51:15.000,2021-01-22T12:51:15.000,6002 N OCONTO AVE,,,60631,6002,N,OCONTO,AVE,True,False,10,41,X107,1,16,1612,31,16,6,1,1126968.064578,1939362.992437,41.989951964126014,-87.80836233970467,"{'latitude': '41.989951964126014', 'longitude': '-87.80836233970467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SR20-05710151,
SR21-00002397,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,2021-01-01T16:59:32.000,2021-01-04T11:26:23.000,2021-01-04T11:26:23.000,5150 S LA CROSSE AVE,,,60638,5150,S,LA CROSSE,AVE,False,False,56,14,D034,1,08,0814,22,16,6,1,1144893.352853,1869804.514687,41.798755136356576,-87.74418560041387,"{'latitude': '41.798755136356576', 'longitude': '-87.74418560041387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002398,Abandoned Vehicle Complaint,SKA,311 City Services,Streets and Sanitation,Completed,Phone Call,2021-01-01T17:00:10.000,2021-01-22T12:44:54.000,2021-01-22T12:44:53.000,4447 S FAIRFIELD AVE,,,60632,4447,S,FAIRFIELD,AVE,False,False,58,15,J032,2,09,0922,6,17,6,1,1158847.793634,1874864.41147,41.81236630377051,-87.69287288049605,"{'latitude': '41.81236630377051', 'longitude': '-87.69287288049605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002399,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:00:35.000,2021-01-01T17:31:20.000,2021-01-01T17:00:36.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002400,Sign Repair Request - Stop Sign,PCB,,CDOT - Department of Transportation,Completed,Internet,2021-01-01T17:00:46.000,2021-01-02T08:27:21.000,2021-01-02T08:27:21.000,3100 N KNOX AVE,,,60641,3100,N,KNOX,AVE,False,False,19,31,E015,2,25,2521,6,17,6,1,1144811.798593,1920236.520898,41.93714847904068,-87.7432132914602,"{'latitude': '41.93714847904068', 'longitude': '-87.7432132914602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002401,Abandoned Vehicle Complaint,SKA,311 City Services,Streets and Sanitation,Completed,Phone Call,2021-01-01T17:00:48.000,2021-01-22T12:43:54.000,2021-01-22T12:43:53.000,4447 S FAIRFIELD AVE,,,60632,4447,S,FAIRFIELD,AVE,False,False,58,15,J032,2,09,0922,6,17,6,1,1158847.793634,1874864.41147,41.81236630377051,-87.69287288049605,"{'latitude': '41.81236630377051', 'longitude': '-87.69287288049605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002402,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Completed,Phone Call,2021-01-01T17:00:52.000,2021-04-23T07:11:13.000,2021-04-23T07:11:13.000,1500 W 109TH ST,,,60643,1500,W,109TH,ST,False,False,75,34,M048,3,22,2234,19,17,6,1,1168115.387333,1832458.039035,41.69580286351269,-87.66009652580483,"{'latitude': '41.69580286351269', 'longitude': '-87.66009652580483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002403,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-01T17:01:00.000,2021-01-01T17:31:20.000,2021-01-01T17:01:00.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,17,6,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002404,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:01:21.000,2021-01-01T17:31:01.000,2021-01-01T17:01:21.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002405,Garbage Cart Maintenance,SIE,,Streets and Sanitation,Completed,Internet,2021-01-01T17:01:23.000,2021-04-14T10:32:08.000,2021-04-14T10:32:08.000,5532 W ROSCOE ST,,,60641,5532,W,ROSCOE,ST,False,False,15,36,C014,3,16,1633,20,17,6,1,1138703.372655,1922129.408984,41.94245594680257,-87.76561693549377,"{'latitude': '41.94245594680257', 'longitude': '-87.76561693549377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002406,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:01:56.000,2021-01-01T17:31:01.000,2021-01-01T17:01:56.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002407,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-01T17:02:13.000,2021-01-01T17:31:20.000,2021-01-01T17:02:14.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,17,6,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002409,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:03:25.000,2021-01-01T17:31:01.000,2021-01-01T17:03:25.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002411,Snow – Uncleared Sidewalk Complaint,SWSNOREM,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2021-01-01T17:03:38.000,2021-01-05T11:16:19.000,2021-01-05T11:16:19.000,824 N HERMITAGE AVE,,,60622,824,N,HERMITAGE,AVE,False,False,24,1,L020,1,12,1213,36,17,6,1,1164497.232228,1905671.124553,41.89678545189725,-87.67127944231477,"{'latitude': '41.89678545189725', 'longitude': '-87.67127944231477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002412,Recycling Pick Up,SRRP,,Streets and Sanitation,Completed,Internet,2021-01-01T17:03:53.000,2021-01-09T07:48:43.000,2021-01-09T07:48:43.000,3448 W FULTON BLVD,,,60624,3448,W,FULTON,BLVD,True,False,27,28,H022,2,11,1123,22,17,6,1,1153135.381589,1901871.002534,41.886590545891615,-87.71311070966146,"{'latitude': '41.886590545891615', 'longitude': '-87.71311070966146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SR20-05698477,
SR21-00002413,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,2021-01-01T17:04:19.000,2021-01-04T09:58:39.000,2021-01-04T09:58:39.000,5443 S FAIRFIELD AVE,,,60632,5443,S,FAIRFIELD,AVE,False,False,63,14,J034,2,09,0923,14,17,6,1,1159114.054568,1868262.634319,41.79424471393563,-87.69207689343025,"{'latitude': '41.79424471393563', 'longitude': '-87.69207689343025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002415,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:04:54.000,2021-01-01T17:31:20.000,2021-01-01T17:04:55.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002416,Street Light Out Complaint,SFD,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2021-01-01T17:05:32.000,2021-01-07T18:20:02.000,2021-01-07T18:20:02.000,9100 S HARPER AVE,,,60619,9100,S,HARPER,AVE,True,False,48,8,T044,1,04,0413,12,17,6,1,1187967.081552,1844881.976876,41.72944677407948,-87.5870188016134,"{'latitude': '41.72944677407948', 'longitude': '-87.5870188016134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SR20-05728459,
SR21-00002417,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:06:31.000,2021-01-01T17:31:33.000,2021-01-01T17:06:31.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002418,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:06:46.000,2021-01-01T17:31:33.000,2021-01-01T17:06:46.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002419,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,2021-01-01T17:07:35.000,2021-01-04T12:08:07.000,2021-01-04T12:08:07.000,5446 S WASHTENAW AVE,,,60632,5446,S,WASHTENAW,AVE,False,False,63,14,J034,2,09,0923,14,17,6,1,1159227.988415,1868266.103495,41.79425190090542,-87.69165900492322,"{'latitude': '41.79425190090542', 'longitude': '-87.69165900492322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002420,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:07:48.000,2021-01-01T17:31:20.000,2021-01-01T17:07:49.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002421,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-01T17:08:03.000,2021-01-01T17:31:33.000,2021-01-01T17:08:03.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,17,6,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002422,Abandoned Vehicle Complaint,SKA,,Streets and Sanitation,Completed,Internet,2021-01-01T17:08:30.000,2021-01-06T08:45:02.000,2021-01-06T08:45:01.000,6146 W NEWPORT AVE,,,60634,6146,W,NEWPORT,AVE,False,False,17,36,A014,3,16,1633,18,17,6,1,1134590.217783,1922373.596945,41.94319978195859,-87.78072913378794,"{'latitude': '41.94319978195859', 'longitude': '-87.78072913378794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002423,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:08:33.000,2021-01-01T17:31:20.000,2021-01-01T17:08:34.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002424,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:08:34.000,2021-01-01T17:31:20.000,2021-01-01T17:08:34.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002425,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2021-01-01T17:08:51.000,2021-01-01T17:31:20.000,2021-01-01T17:08:51.000,10510 W ZEMKE RD,Chicago,IL,60666,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,17,6,1,1105376.188336,1941042.52737,41.9948965489749,-87.8877516541201,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002427,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:09:01.000,2021-01-01T17:31:20.000,2021-01-01T17:09:01.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002428,Rodent Baiting/Rat Complaint,SGA,,Streets and Sanitation,Completed,Internet,2021-01-01T17:09:03.000,2021-01-04T11:38:33.000,2021-01-04T11:38:33.000,5034 N NAGLE AVE,,,60630,5034,N,NAGLE,AVE,False,False,10,45,Z110,1,16,1613,47,17,6,1,1132483.605752,1933262.171866,41.97311617478884,-87.78821754654751,"{'latitude': '41.97311617478884', 'longitude': '-87.78821754654751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002429,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:09:07.000,2021-01-01T17:31:33.000,2021-01-01T17:09:08.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002430,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:09:21.000,2021-01-01T17:31:01.000,2021-01-01T17:09:21.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002431,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:10:18.000,2021-01-01T17:31:01.000,2021-01-01T17:10:18.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002432,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,2021-01-01T17:10:26.000,2021-01-04T12:42:12.000,2021-01-04T12:42:12.000,4017 N SPAULDING AVE,,,60618,4017,N,SPAULDING,AVE,False,False,16,33,H012,2,17,1724,17,17,6,1,1153746.345369,1926630.280346,41.954519955887974,-87.7102064136688,"{'latitude': '41.954519955887974', 'longitude': '-87.7102064136688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002433,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:11:04.000,2021-01-01T17:31:20.000,2021-01-01T17:11:04.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002434,Abandoned Vehicle Complaint,SKA,311 City Services,Streets and Sanitation,Completed,Phone Call,2021-01-01T17:12:40.000,2021-01-19T08:38:46.000,2021-01-19T08:38:46.000,1911 S LAWNDALE AVE,,,60623,1911,S,LAWNDALE,AVE,False,False,29,24,G026,1,10,1014,6,17,6,1,1152077.930116,1890240.113555,41.854694993213315,-87.71730048878915,"{'latitude': '41.854694993213315', 'longitude': '-87.71730048878915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002435,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:12:42.000,2021-01-01T17:31:20.000,2021-01-01T17:12:42.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002436,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:12:59.000,2021-01-01T17:31:20.000,2021-01-01T17:12:59.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002437,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:13:20.000,2021-01-01T17:31:20.000,2021-01-01T17:13:20.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002439,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:14:49.000,2021-01-01T17:31:33.000,2021-01-01T17:14:49.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002440,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:15:06.000,2021-01-01T17:31:20.000,2021-01-01T17:15:07.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002441,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:15:53.000,2021-01-01T17:31:01.000,2021-01-01T17:15:53.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002442,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:15:56.000,2021-01-01T17:31:20.000,2021-01-01T17:15:56.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002443,Water On Street Complaint,AAE,,DWM - Department of Water Management,Canceled,Internet,2021-01-01T17:15:58.000,2021-01-01T17:28:48.000,2021-01-01T17:28:48.000,1737 W CHASE AVE,,,60626,1737,W,CHASE,AVE,False,False,1,49,L004,2,24,2423,11,17,6,1,1163460.965783,1948202.389187,42.01351518493935,-87.67388342939077,"{'latitude': '42.01351518493935', 'longitude': '-87.67388342939077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
SR21-00002444,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2021-01-01T17:16:01.000,2021-01-01T17:31:01.000,2021-01-01T17:16:01.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,6,1,1162234.142489,1896559.966858,41.871831277993564,-87.67984621876099,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
